Split,Horizon,Method,LagSet,y_true,y_pred,Store
5,7,ETS_HoltWinters,-,118.0,145.79928078348095,Baltimore
5,1,ARIMA,-,95.0,124.32330355793084,Baltimore
5,2,ARIMA,-,61.0,122.3791459018135,Baltimore
5,3,ARIMA,-,73.0,121.35111733013395,Baltimore
5,4,ARIMA,-,71.0,120.80751802847026,Baltimore
5,5,ARIMA,-,69.0,120.52007446035378,Baltimore
5,6,ARIMA,-,77.0,120.36808051076875,Baltimore
5,7,ARIMA,-,118.0,120.2877093935375,Baltimore
5,1,RandomForest,lag7,95.0,137.06,Baltimore
5,2,RandomForest,lag7,61.0,93.64,Baltimore
5,3,RandomForest,lag7,73.0,80.24,Baltimore
5,4,RandomForest,lag7,71.0,85.65,Baltimore
5,5,RandomForest,lag7,69.0,77.44,Baltimore
5,6,RandomForest,lag7,77.0,104.21,Baltimore
5,7,RandomForest,lag7,118.0,129.91,Baltimore
5,1,XGBoost,lag7,95.0,148.01028442382812,Baltimore
5,2,XGBoost,lag7,61.0,62.54880905151367,Baltimore
5,3,XGBoost,lag7,73.0,167.6412811279297,Baltimore
5,4,XGBoost,lag7,71.0,64.86605834960938,Baltimore
5,5,XGBoost,lag7,69.0,65.2531967163086,Baltimore
5,6,XGBoost,lag7,77.0,85.44098663330078,Baltimore
5,7,XGBoost,lag7,118.0,137.89076232910156,Baltimore
5,1,RandomForest,lag14,95.0,112.55,Baltimore
5,2,RandomForest,lag14,61.0,84.52,Baltimore
5,3,RandomForest,lag14,73.0,98.31,Baltimore
5,4,RandomForest,lag14,71.0,81.55,Baltimore
5,5,RandomForest,lag14,69.0,98.83,Baltimore
5,6,RandomForest,lag14,77.0,110.39,Baltimore
5,7,RandomForest,lag14,118.0,128.85,Baltimore
5,1,XGBoost,lag14,95.0,46.05498504638672,Baltimore
5,2,XGBoost,lag14,61.0,65.19662475585938,Baltimore
5,3,XGBoost,lag14,73.0,114.80843353271484,Baltimore
5,4,XGBoost,lag14,71.0,68.55098724365234,Baltimore
5,5,XGBoost,lag14,69.0,69.61808013916016,Baltimore
5,6,XGBoost,lag14,77.0,92.49089813232422,Baltimore
5,7,XGBoost,lag14,118.0,119.6002426147461,Baltimore
6,1,SeasonalNaive7,-,61.0,441.0,Baltimore
6,2,SeasonalNaive7,-,73.0,57.0,Baltimore
6,3,SeasonalNaive7,-,71.0,75.0,Baltimore
6,4,SeasonalNaive7,-,69.0,63.0,Baltimore
6,5,SeasonalNaive7,-,77.0,80.0,Baltimore
6,6,SeasonalNaive7,-,118.0,128.0,Baltimore
6,7,SeasonalNaive7,-,97.0,95.0,Baltimore
6,1,ETS_HoltWinters,-,61.0,43.70598068778504,Baltimore
6,2,ETS_HoltWinters,-,73.0,1.9212622877269823,Baltimore
6,3,ETS_HoltWinters,-,71.0,13.993571729048313,Baltimore
6,4,ETS_HoltWinters,-,69.0,21.443542762051905,Baltimore
6,5,ETS_HoltWinters,-,77.0,58.877947060994366,Baltimore
6,6,ETS_HoltWinters,-,118.0,152.1416538194573,Baltimore
6,7,ETS_HoltWinters,-,97.0,91.18316697691905,Baltimore
6,1,ARIMA,-,61.0,106.59123852278222,Baltimore
6,2,ARIMA,-,73.0,112.7189279873286,Baltimore
6,3,ARIMA,-,71.0,115.95832109446827,Baltimore
6,4,ARIMA,-,69.0,117.67082101198179,Baltimore
6,5,ARIMA,-,77.0,118.57613131872417,Baltimore
6,6,ARIMA,-,118.0,119.0547221455687,Baltimore
6,7,ARIMA,-,97.0,119.30772841075078,Baltimore
6,1,RandomForest,lag7,61.0,64.75,Baltimore
6,2,RandomForest,lag7,73.0,62.56,Baltimore
6,3,RandomForest,lag7,71.0,80.68,Baltimore
6,4,RandomForest,lag7,69.0,101.9,Baltimore
6,5,RandomForest,lag7,77.0,148.2,Baltimore
6,6,RandomForest,lag7,118.0,129.18,Baltimore
6,7,RandomForest,lag7,97.0,96.45,Baltimore
6,1,XGBoost,lag7,61.0,36.80918884277344,Baltimore
6,2,XGBoost,lag7,73.0,49.746883392333984,Baltimore
